,Year,Structure Number,Avg Daily Traffic,Age,Deck Area,Structure Type,Max Span Length,Deck Width,Deck Rating,Str Evl Apr,Operating Rating (Tons),District,108C - Deck Protection Code,Wrng Surf Type Code,Maximum Temperature,Minimum Temperature,Number of Freeze-Thaw Cycles,Time of Wetness,Prevailing Wind Direction,Mean Wind Speed,Number of Days with Measurable Precipitation,Maintenance Count,Previous Record 1,Previous Record 2
10327,1997,3100863,23070,7,8603,1,53,84,7,8,44,8,0,6,35,-19,105,3546,145,0,119,0,7,7
11042,1998,3100863,23070,8,8603,1,53,84,7,8,44,8,0,6,35,-12,81,3669,149,0,118,0,7,7
11710,1999,3100863,23070,9,8603,1,53,84,7,7,44,8,0,6,38,-23,90,2588,151,0,95,0,7,7
12734,2000,3100863,23070,10,8603,1,53,84,7,7,44,8,0,6,33,-16,84,3222,139,0,109,0,7,7
12883,2001,3100863,23070,11,8603,1,53,84,7,7,44,8,0,6,35,-12,90,3337,134,0,119,0,7,7
14180,2002,3100863,23070,12,8603,1,53,84,7,7,44,8,0,6,38,-11,98,3609,140,0,133,0,7,7
14890,2003,3100863,23070,13,8603,1,53,84,7,7,44,8,0,6,34,-15,87,3823,147,0,148,0,7,7
15670,2004,3100863,23070,14,8603,1,53,84,7,7,44,8,0,6,33,-24,79,3961,144,0,156,0,7,7
16623,2005,3100863,23070,15,8603,1,53,84,7,7,44,8,0,6,38,-14,94,3472,156,0,139,0,7,7
17061,2006,3100863,23070,16,8603,1,53,84,7,7,44,8,0,6,37,-13,100,3950,144,0,132,0,7,7
18140,2007,3100863,20540,17,8603,1,53,84,7,7,44,8,0,6,38,-23,90,2953,145,0,120,0,7,7
18668,2008,3100863,20540,18,8603,1,53,84,7,7,44,8,0,6,37,-15,101,3283,144,0,125,0,7,7
19391,2009,3100863,20540,19,8603,1,53,84,7,7,44,8,0,6,33,-21,86,3853,152,0,140,0,7,7
19940,2010,3100863,20540,20,8603,1,53,84,7,7,44,8,0,6,37,-14,65,2879,142,0,111,0,7,7
20693,2011,3100863,20540,21,8603,1,53,84,7,7,44,8,0,6,38,-17,86,4201,135,0,150,0,7,7
22520,2013,3100863,26380,23,8603,1,53,84,7,7,100,8,0,6,35,-16,107,3462,138,0,143,0,7,7
22980,2014,3100863,26380,24,8603,1,53,84,7,7,100,8,0,6,35,-23,94,3215,140,0,142,0,7,7
23935,2015,3100863,26380,25,8603,1,53,84,7,7,107,8,0,6,35,-20,72,3707,145,0,139,0,7,7
24951,2016,3100863,26380,26,8603,1,53,84,7,7,100,8,0,6,37,-15,83,3460,143,0,141,0,7,7
25505,2017,3100863,16544,27,8603,1,53,84,7,7,100,8,0,6,34,-14,80,3741,139,0,133,0,7,7
9154,1996,3100901,23647,30,25664,1,94,74,7,5,44,8,0,2,33,-20,97,3873,146,0,135,0,7,7
10329,1997,3100901,24240,31,25777,1,94,74,7,5,44,8,0,2,35,-19,105,3546,145,0,119,0,7,7
11044,1998,3100901,24240,32,25777,1,94,74,7,6,44,8,0,2,35,-12,81,3669,149,0,118,0,7,7
11555,1999,3100901,24240,33,25777,1,94,74,7,6,44,8,0,2,38,-23,90,2588,151,0,95,0,7,7
12741,2000,3100901,24240,34,25777,1,94,74,7,7,44,8,0,3,33,-16,84,3222,139,0,109,0,7,7
12885,2001,3100901,24240,35,25777,1,94,74,7,7,44,8,0,3,35,-12,90,3337,134,0,119,0,7,7
14182,2002,3100901,24240,36,25777,1,94,74,7,7,44,8,0,3,38,-11,98,3609,140,0,133,0,7,7
14892,2003,3100901,24240,37,25777,1,94,74,7,7,44,8,0,3,34,-15,87,3823,147,0,148,0,7,7
15672,2004,3100901,24240,38,25777,1,94,74,7,6,44,8,0,3,33,-24,79,3961,144,0,156,0,7,7
16625,2005,3100901,24240,39,25777,1,94,74,7,6,44,8,0,3,38,-14,94,3472,156,0,139,0,7,7
17063,2006,3100901,27840,40,37151,1,99,106,8,8,44,8,1,2,37,-13,100,3950,144,0,132,1,7,7
18142,2007,3100901,30540,41,37151,1,99,106,8,8,44,8,1,2,38,-23,90,2953,145,0,120,1,8,7
18670,2008,3100901,30540,42,37151,1,99,106,7,7,44,8,1,2,37,-15,101,3283,144,0,125,1,8,8
19393,2009,3100901,30540,43,37151,1,99,106,7,7,44,8,1,2,33,-21,86,3853,152,0,140,1,7,8
19942,2010,3100901,30540,44,37151,1,99,106,7,7,44,8,1,2,37,-14,65,2879,142,0,111,1,7,7
21132,2011,3100901,30540,45,37151,1,99,106,7,7,44,8,1,2,38,-17,86,4201,135,0,150,1,7,7
21519,2012,3100901,29110,46,37151,1,99,106,7,7,44,8,1,2,41,-11,95,3234,145,0,122,1,7,7
22522,2013,3100901,29110,47,37151,1,99,106,7,7,44,8,1,2,35,-16,107,3462,138,0,143,1,7,7
22919,2014,3100901,29110,48,37151,1,99,106,7,7,44,8,1,2,35,-23,94,3215,140,0,142,1,7,7
23937,2015,3100901,29110,49,37151,1,99,106,7,7,107,8,1,2,35,-20,72,3707,145,0,139,1,7,7
24953,2016,3100901,29110,50,37151,1,99,106,7,7,44,8,1,2,37,-15,83,3460,143,0,141,1,7,7
25507,2017,3100901,22752,51,37151,1,99,106,7,7,44,8,1,2,34,-14,80,3741,139,0,133,1,7,7
26266,2018,3100901,22752,52,37151,1,99,106,7,7,44,8,1,2,35,-19,106,4242,146,0,158,1,7,7
26818,2019,3100901,22752,53,37151,1,99,106,7,7,44,8,1,2,37,-20,96,3857,139,0,146,1,7,7
27637,2020,3100901,22752,54,37151,1,99,106,7,7,44,8,1,2,36,-11,96,3905,145,0,154,1,7,7
28449,2021,3100901,22752,55,37151,1,99,106,7,7,46,8,1,1,36,-16,92,3764,139,0,145,1,7,7
9155,1996,3100995,21559,28,6875,1,49,71,5,4,44,8,0,2,33,-20,97,3873,146,0,135,0,5,5
10332,1997,3100995,25820,29,6875,1,49,71,5,4,44,8,0,2,35,-19,105,3546,145,0,119,0,5,5
11045,1998,3100995,25820,30,6875,1,49,71,5,4,44,8,0,2,35,-12,81,3669,149,0,118,0,5,5
11893,1999,3100995,25820,31,6875,1,49,71,7,4,44,8,0,6,38,-23,90,2588,151,0,95,1,5,5
12585,2000,3100995,25820,32,6875,1,49,71,6,5,44,8,0,6,33,-16,84,3222,139,0,109,1,7,5
12887,2001,3100995,25820,33,14131,1,56,71,8,7,44,8,1,2,35,-12,90,3337,134,0,119,2,6,7
13597,2002,3100995,25820,34,14131,1,56,71,8,8,44,8,1,2,38,-11,98,3609,140,0,133,2,8,6
14894,2003,3100995,25820,35,14131,1,56,71,8,8,44,8,1,2,34,-15,87,3823,147,0,148,2,8,8
15674,2004,3100995,25820,36,14131,1,56,71,7,8,44,8,1,2,33,-24,79,3961,144,0,156,2,8,8
16627,2005,3100995,25820,37,14131,1,56,71,7,8,44,8,1,2,38,-14,94,3472,156,0,139,2,7,8
17065,2006,3100995,25820,38,14131,1,56,71,7,8,44,8,1,2,37,-13,100,3950,144,0,132,2,7,7
18144,2007,3100995,25820,39,14131,1,56,71,7,7,44,8,1,2,38,-23,90,2953,145,0,120,2,7,7
18641,2008,3100995,25390,40,14131,1,56,71,7,7,44,8,1,2,37,-15,101,3283,144,0,125,2,7,7
19225,2009,3100995,25390,41,14131,1,56,71,7,7,44,8,1,2,33,-21,86,3853,152,0,140,2,7,7
19944,2010,3100995,25390,42,14131,1,56,71,7,7,44,8,1,2,37,-14,65,2879,142,0,111,2,7,7
21134,2011,3100995,25390,43,14131,1,56,71,7,7,44,8,1,2,38,-17,86,4201,135,0,150,2,7,7
21526,2012,3100995,26050,44,14131,1,56,71,7,6,44,8,1,2,41,-11,95,3234,145,0,122,2,7,7
22524,2013,3100995,26050,45,14131,1,56,71,7,6,44,8,1,2,35,-16,107,3462,138,0,143,2,7,7
22921,2014,3100995,26050,46,14131,1,56,71,7,6,44,8,1,2,35,-23,94,3215,140,0,142,2,7,7
23939,2015,3100995,26050,47,14131,1,56,71,7,6,44,8,1,2,35,-20,72,3707,145,0,139,2,7,7
24955,2016,3100995,26050,48,14131,1,56,71,7,6,44,8,1,2,37,-15,83,3460,143,0,141,2,7,7
25509,2017,3100995,22373,49,14131,1,56,71,7,6,44,8,1,2,34,-14,80,3741,139,0,133,2,7,7
26268,2018,3100995,22373,50,14131,1,56,71,7,6,44,8,1,2,35,-19,106,4242,146,0,158,2,7,7
26820,2019,3100995,22373,51,14131,1,56,71,7,6,44,8,1,2,37,-20,96,3857,139,0,146,2,7,7
27785,2020,3100995,22373,52,14131,1,56,71,7,6,44,8,1,2,36,-11,96,3905,145,0,154,2,7,7
9354,1996,3101053,26369,30,19884,1,102,65,7,4,28,8,0,3,31,-21,100,3697,154,3,132,0,7,7
10334,1997,3101053,28990,31,19884,1,102,65,7,4,28,8,0,3,33,-21,110,3383,154,3,116,0,7,7
11116,1998,3101053,28990,32,19884,1,102,65,7,4,28,8,0,3,35,-12,89,3533,158,3,114,0,7,7
11895,1999,3101053,28990,33,19884,1,102,65,7,4,28,8,0,3,37,-25,94,2374,160,3,100,0,7,7
12562,2000,3101053,28990,34,19884,1,102,65,7,4,28,8,0,3,33,-18,82,2923,149,3,116,0,7,7
12889,2001,3101053,28990,35,19884,1,102,65,7,4,28,8,0,3,34,-13,92,3182,142,3,114,0,7,7
13667,2002,3101053,28990,36,19884,1,102,65,7,4,28,8,0,3,36,-12,104,3455,145,3,120,0,7,7
14901,2003,3101053,28990,37,19884,1,101,65,7,4,28,8,0,3,33,-16,87,3645,157,3,154,0,7,7
15557,2004,3101053,28990,38,19884,1,101,65,7,4,28,8,0,3,32,-23,80,3828,155,3,149,0,7,7
16629,2005,3101053,41830,39,19884,1,101,65,7,4,28,8,0,3,36,-16,88,3357,165,3,137,0,7,7
17067,2006,3101053,41830,40,19884,1,101,65,5,4,28,8,0,3,34,-13,103,3884,155,3,135,0,7,7
18211,2007,3101053,41580,41,32173,1,101,104,8,8,44,8,1,2,37,-22,88,2941,155,3,120,1,5,7
18766,2008,3101053,41580,42,32173,1,101,104,7,7,44,8,1,2,35,-16,95,3256,151,3,133,1,8,5
19031,2009,3101053,41580,43,32173,1,101,104,7,7,44,8,1,2,32,-22,82,3520,164,3,135,1,7,8
19946,2010,3101053,41580,44,32173,1,101,104,7,7,44,8,1,2,35,-15,66,2709,154,3,106,1,7,7
21136,2011,3101053,41580,45,32173,1,101,104,7,7,44,8,1,2,36,-17,84,4045,148,3,151,1,7,7
21528,2012,3101053,29310,46,32173,1,101,104,8,7,44,8,1,2,39,-11,96,3144,159,3,116,2,7,7
22526,2013,3101053,29310,47,32173,1,101,104,8,7,44,8,1,2,35,-15,107,3159,151,3,140,2,8,7
22923,2014,3101053,29310,48,32173,1,101,104,8,7,44,8,1,2,33,-22,91,3045,150,3,140,2,8,8
23675,2015,3101053,29310,49,32173,1,101,104,8,7,107,8,1,2,33,-20,76,3485,154,3,139,2,8,8
24957,2016,3101053,29310,50,32173,1,101,104,8,7,44,8,1,2,35,-15,89,3391,154,3,139,2,8,8
25951,2017,3101053,25786,51,32173,1,101,104,8,7,44,8,1,2,32,-17,81,3640,149,3,127,2,8,8
26036,2018,3101053,25786,52,32173,1,101,104,8,7,44,8,1,2,33,-21,107,3947,158,3,158,2,8,8
26822,2019,3101053,25786,53,32173,1,101,104,8,7,44,8,1,2,34,-24,100,3734,150,3,138,2,8,8
27787,2020,3101053,25786,54,32173,1,101,104,8,7,44,8,1,2,33,-11,103,3621,154,3,146,2,8,8
28452,2021,3101053,25786,55,32173,1,101,104,8,7,50,8,1,1,35,-17,94,3566,150,3,137,2,8,8
9263,1996,3101207,10876,26,15658,1,143,35,5,5,44,8,0,2,33,-20,97,3873,146,0,135,0,5,5
10404,1997,3101207,10876,27,15658,1,143,35,5,5,44,8,0,3,35,-19,105,3546,145,0,119,0,5,5
11244,1998,3101207,10876,28,15658,1,143,35,7,7,44,8,0,3,35,-12,81,3669,149,0,118,1,5,5
11897,1999,3101207,10876,29,15658,1,143,35,7,7,44,8,0,3,38,-23,90,2588,151,0,95,1,7,5
12564,2000,3101207,10876,30,15658,1,143,35,6,7,44,8,0,3,33,-16,84,3222,139,0,109,1,7,7
12891,2001,3101207,10876,31,15658,1,143,35,6,7,44,8,0,3,35,-12,90,3337,134,0,119,1,6,7
13668,2002,3101207,10876,32,15658,1,143,35,7,7,44,8,0,3,38,-11,98,3609,140,0,133,2,6,6
14902,2003,3101207,10876,33,15658,1,143,35,7,7,44,8,0,3,34,-15,87,3823,147,0,148,2,7,6
15753,2004,3101207,10876,34,15658,1,143,35,7,7,44,8,0,3,33,-24,79,3961,144,0,156,2,7,7
16630,2005,3101207,10876,35,15658,1,143,35,7,7,44,8,0,3,38,-14,94,3472,156,0,139,2,7,7
17068,2006,3101207,10531,36,15658,1,143,35,7,7,44,8,0,3,37,-13,100,3950,144,0,132,2,7,7
18146,2007,3101207,9773,37,15658,1,143,35,6,7,44,8,0,3,38,-23,90,2953,145,0,120,2,7,7
18770,2008,3101207,9773,38,15658,1,143,35,6,7,44,8,0,3,37,-15,101,3283,144,0,125,2,6,7
19032,2009,3101207,9773,39,15658,1,143,35,6,7,44,8,0,3,33,-21,86,3853,152,0,140,2,6,6
19947,2010,3101207,9773,40,15658,1,143,35,6,7,44,8,0,3,37,-14,65,2879,142,0,111,2,6,6
21137,2011,3101207,9773,41,15658,1,143,35,6,7,44,8,0,3,38,-17,86,4201,135,0,150,2,6,6
21479,2012,3101207,10539,42,15658,1,143,35,6,6,44,8,0,3,41,-11,95,3234,145,0,122,2,6,6
22527,2013,3101207,10539,43,15658,1,143,35,6,7,44,8,0,3,35,-16,107,3462,138,0,143,2,6,6
22924,2014,3101207,10539,44,15658,1,143,35,6,7,44,8,0,3,35,-23,94,3215,140,0,142,2,6,6
23676,2015,3101207,10539,45,15658,1,143,35,6,7,44,8,0,3,35,-20,72,3707,145,0,139,2,6,6
24874,2016,3101207,10539,46,15658,1,143,35,6,7,44,8,0,3,37,-15,83,3460,143,0,141,2,6,6
25952,2017,3101207,12760,47,15658,1,143,35,7,7,44,8,0,3,34,-14,80,3741,139,0,133,3,6,6
9264,1996,3101215,2380,27,9962,1,127,30,5,5,44,8,0,2,33,-20,97,3873,146,0,135,0,5,5
10405,1997,3101215,2380,28,9962,1,127,30,5,5,44,8,0,3,35,-19,105,3546,145,0,119,0,5,5
11091,1998,3101215,2380,29,9962,1,127,30,7,7,44,8,0,3,35,-12,81,3669,149,0,118,1,5,5
11898,1999,3101215,2380,30,9962,1,127,30,7,7,44,8,0,3,38,-23,90,2588,151,0,95,1,7,5
12565,2000,3101215,2380,31,9962,1,127,30,7,7,44,8,0,3,33,-16,84,3222,139,0,109,1,7,7
12892,2001,3101215,2380,32,9962,1,127,30,7,7,44,8,0,3,35,-12,90,3337,134,0,119,1,7,7
13669,2002,3101215,2380,33,9962,1,127,30,7,7,44,8,0,3,38,-11,98,3609,140,0,133,1,7,7
14903,2003,3101215,2380,34,9962,1,127,30,7,7,44,8,0,3,34,-15,87,3823,147,0,148,1,7,7
15754,2004,3101215,2380,35,9962,1,127,30,7,7,44,8,0,3,33,-24,79,3961,144,0,156,1,7,7
16631,2005,3101215,2380,36,9962,1,127,30,7,7,44,8,0,3,38,-14,94,3472,156,0,139,1,7,7
16926,2006,3101215,2380,37,9962,1,127,30,7,7,44,8,0,3,37,-13,100,3950,144,0,132,1,7,7
18147,2007,3101215,2380,38,9962,1,127,30,7,6,44,8,0,3,38,-23,90,2953,145,0,120,1,7,7
18771,2008,3101215,2380,39,9962,1,127,30,7,6,44,8,0,3,37,-15,101,3283,144,0,125,1,7,7
19033,2009,3101215,2380,40,9962,1,127,30,7,6,44,8,0,3,33,-21,86,3853,152,0,140,1,7,7
19948,2010,3101215,2380,41,9962,1,127,30,7,6,44,8,0,3,37,-14,65,2879,142,0,111,1,7,7
21138,2011,3101215,2380,42,9962,1,127,30,7,6,44,8,0,3,38,-17,86,4201,135,0,150,1,7,7
21572,2012,3101215,2380,43,9962,1,127,30,7,6,44,8,0,3,41,-11,95,3234,145,0,122,1,7,7
22528,2013,3101215,2380,44,9962,1,127,30,7,7,44,8,0,3,35,-16,107,3462,138,0,143,1,7,7
23081,2014,3101215,2380,45,9962,1,127,30,7,7,44,8,0,3,35,-23,94,3215,140,0,142,1,7,7
23677,2015,3101215,2380,46,9962,1,127,30,7,7,44,8,0,3,35,-20,72,3707,145,0,139,1,7,7
24875,2016,3101215,2380,47,9962,1,127,30,7,7,44,8,0,3,37,-15,83,3460,143,0,141,1,7,7
25953,2017,3101215,2380,48,9962,1,127,30,7,7,44,8,0,3,34,-14,80,3741,139,0,133,1,7,7
9265,1996,3101223,10050,27,21302,1,106,40,5,5,44,8,0,2,33,-20,97,3873,146,0,135,0,5,5
10406,1997,3101223,10050,28,21302,1,106,40,5,5,44,8,0,3,35,-19,105,3546,145,0,119,0,5,5
11093,1998,3101223,10050,29,21302,1,106,40,7,7,44,8,0,3,35,-12,81,3669,149,0,118,1,5,5
11899,1999,3101223,10050,30,21302,1,106,40,7,7,44,8,0,3,38,-23,90,2588,151,0,95,1,7,5
12566,2000,3101223,10050,31,21302,1,106,40,7,7,44,8,0,3,33,-16,84,3222,139,0,109,1,7,7
12893,2001,3101223,10050,32,21302,1,106,40,7,7,44,8,0,3,35,-12,90,3337,134,0,119,1,7,7
13630,2002,3101223,10050,33,21302,1,106,40,7,7,44,8,0,3,38,-11,98,3609,140,0,133,1,7,7
14904,2003,3101223,10050,34,21302,1,106,40,7,7,44,8,0,3,34,-15,87,3823,147,0,148,1,7,7
15755,2004,3101223,10050,35,21302,1,106,40,7,7,44,8,0,3,33,-24,79,3961,144,0,156,1,7,7
16389,2005,3101223,10050,36,21302,1,106,40,7,7,44,8,0,3,38,-14,94,3472,156,0,139,1,7,7
16950,2006,3101223,10050,37,21302,1,106,40,7,7,44,8,0,3,37,-13,100,3950,144,0,132,1,7,7
18148,2007,3101223,10050,38,21302,1,106,40,7,7,44,8,0,3,38,-23,90,2953,145,0,120,1,7,7
18772,2008,3101223,10050,39,21302,1,106,40,7,7,44,8,0,3,37,-15,101,3283,144,0,125,1,7,7
19034,2009,3101223,10050,40,21302,1,106,40,7,7,44,8,0,3,33,-21,86,3853,152,0,140,1,7,7
19949,2010,3101223,10050,41,21302,1,106,40,7,7,44,8,0,3,37,-14,65,2879,142,0,111,1,7,7
21144,2011,3101223,10050,42,21302,1,106,40,7,7,44,8,0,3,38,-17,86,4201,135,0,150,1,7,7
21578,2012,3101223,10050,43,21302,1,106,40,7,6,44,8,0,3,41,-11,95,3234,145,0,122,1,7,7
22529,2013,3101223,10050,44,21302,1,106,40,7,6,44,8,0,3,35,-16,107,3462,138,0,143,1,7,7
23082,2014,3101223,10050,45,21302,1,106,40,7,6,44,8,0,3,35,-23,94,3215,140,0,142,1,7,7
23678,2015,3101223,10050,46,21302,1,106,40,7,6,44,8,0,3,35,-20,72,3707,145,0,139,1,7,7
24878,2016,3101223,10050,47,21302,1,106,40,7,7,44,8,0,3,37,-15,83,3460,143,0,141,1,7,7
25954,2017,3101223,10050,48,21302,1,106,40,7,7,44,8,0,3,34,-14,80,3741,139,0,133,1,7,7
9266,1996,3101231,100,59,7327,1,117,60,7,5,32,8,0,6,33,-20,97,3873,146,0,135,0,7,7
10407,1997,3101231,100,60,7327,1,117,60,7,6,32,8,0,9,35,-19,105,3546,145,0,119,0,7,7
11094,1998,3101231,100,61,7327,1,117,60,7,6,32,8,0,9,35,-12,81,3669,149,0,118,0,7,7
11900,1999,3101231,100,62,7327,1,117,60,7,6,32,8,0,9,38,-23,90,2588,151,0,95,0,7,7
12360,2000,3101231,100,63,7327,1,117,60,6,6,32,8,0,9,33,-16,84,3222,139,0,109,0,7,7
12894,2001,3101231,100,64,7327,1,117,60,6,6,32,8,0,9,35,-12,90,3337,134,0,119,0,6,7
13631,2002,3101231,100,65,7327,1,117,60,7,6,32,8,0,9,38,-11,98,3609,140,0,133,1,6,6
14907,2003,3101231,100,66,7327,1,117,60,7,6,32,8,0,9,34,-15,87,3823,147,0,148,1,7,6
15510,2004,3101231,15461,67,7327,1,117,60,7,5,32,8,0,9,33,-24,79,3961,144,0,156,1,7,7
16390,2005,3101231,15461,68,7327,1,117,60,6,5,32,8,0,9,38,-14,94,3472,156,0,139,1,7,7
16951,2006,3101231,15461,69,7327,1,117,60,7,5,32,8,0,9,37,-13,100,3950,144,0,132,2,6,7
18149,2007,3101231,15461,70,7327,1,117,60,7,5,32,8,0,9,38,-23,90,2953,145,0,120,2,7,6
18773,2008,3101231,15461,71,7327,1,117,60,6,5,32,8,0,9,37,-15,101,3283,144,0,125,2,7,7
19035,2009,3101231,15461,72,7327,1,117,60,6,5,32,8,0,9,33,-21,86,3853,152,0,140,2,6,7
19912,2010,3101231,15461,73,7327,1,117,60,6,5,32,8,0,9,37,-14,65,2879,142,0,111,2,6,6
21145,2011,3101231,15461,74,7327,1,117,60,6,5,32,8,0,9,38,-17,86,4201,135,0,150,2,6,6
21926,2012,3101231,15461,75,7327,1,117,60,6,5,32,8,0,9,41,-11,95,3234,145,0,122,2,6,6
22530,2013,3101231,15461,76,7327,1,117,60,6,5,32,8,0,9,35,-16,107,3462,138,0,143,2,6,6
23083,2014,3101231,15461,77,7327,1,117,60,5,6,61,8,0,9,35,-23,94,3215,140,0,142,2,6,6
23679,2015,3101231,15461,78,7327,1,117,60,5,6,107,8,0,9,35,-20,72,3707,145,0,139,2,5,6
24879,2016,3101231,15461,79,7327,1,117,60,5,6,61,8,0,9,37,-15,83,3460,143,0,141,2,5,5
25955,2017,3101231,16560,80,7327,1,117,60,5,6,61,8,0,9,34,-14,80,3741,139,0,133,2,5,5
11901,1999,3101339,21860,2,3419,1,23,68,7,8,44,8,1,2,37,-25,94,2374,160,3,100,0,7,7
12304,2000,3101339,21860,3,3419,1,23,68,7,7,44,8,1,2,33,-18,82,2923,149,3,116,0,7,7
12895,2001,3101339,21860,4,3419,1,23,68,7,7,44,8,1,2,34,-13,92,3182,142,3,114,0,7,7
13632,2002,3101339,21860,5,3419,1,23,68,7,7,44,8,1,2,36,-12,104,3455,145,3,120,0,7,7
14908,2003,3101339,21860,6,3419,1,23,68,7,7,44,8,1,2,33,-16,87,3645,157,3,154,0,7,7
15511,2004,3101339,21860,7,3419,1,23,68,7,7,44,8,1,2,32,-23,80,3828,155,3,149,0,7,7
16391,2005,3101339,21860,8,3419,1,23,68,7,7,44,8,1,2,36,-16,88,3357,165,3,137,0,7,7
16952,2006,3101339,21860,9,3419,1,23,68,7,7,44,8,1,2,34,-13,103,3884,155,3,135,0,7,7
18150,2007,3101339,21860,10,3419,1,23,68,6,6,44,8,1,2,37,-22,88,2941,155,3,120,0,7,7
18774,2008,3101339,16600,11,3419,1,23,68,6,6,44,8,1,2,35,-16,95,3256,151,3,133,0,6,7
19107,2009,3101339,16600,12,3419,1,23,68,6,6,44,8,1,2,32,-22,82,3520,164,3,135,0,6,6
19913,2010,3101339,16600,13,3419,1,23,68,6,6,44,8,1,2,35,-15,66,2709,154,3,106,0,6,6
20923,2011,3101339,16600,14,3419,1,23,68,6,6,44,8,1,2,36,-17,84,4045,148,3,151,0,6,6
21927,2012,3101339,16910,15,3419,1,23,68,6,6,44,8,1,2,39,-11,96,3144,159,3,116,0,6,6
22531,2013,3101339,16910,16,3419,1,23,68,6,6,44,8,1,2,35,-15,107,3159,151,3,140,0,6,6
23089,2014,3101339,16910,17,3419,1,23,68,6,6,44,8,1,2,33,-22,91,3045,150,3,140,0,6,6
23680,2015,3101339,16910,18,3419,1,23,68,6,6,107,8,1,2,33,-20,76,3485,154,3,139,0,6,6
24472,2016,3101339,16910,19,3419,1,23,68,7,7,44,8,1,2,35,-15,89,3391,154,3,139,1,6,6
25956,2017,3101339,16942,20,3419,1,23,68,7,7,44,8,1,2,32,-17,81,3640,149,3,127,1,7,6
26041,2018,3101339,16942,21,3419,1,23,68,7,7,44,8,1,2,33,-21,107,3947,158,3,158,1,7,7
26747,2019,3101339,16942,22,3419,1,23,68,7,7,44,8,1,2,34,-24,100,3734,150,3,138,1,7,7
27808,2020,3101339,16942,23,3419,1,23,68,7,7,44,8,1,2,33,-11,103,3621,154,3,146,1,7,7
28491,2021,3101339,16942,24,3419,1,23,68,7,7,46,8,1,1,35,-17,94,3566,150,3,137,1,7,7
4834,1990,3101436,1710,20,7126,1,80,35,7,7,59,8,0,1,36,-13,104,4200,140,0,137,0,7,7
5587,1991,3101436,6758,21,7126,1,80,35,7,7,59,8,0,1,36,-16,101,3661,140,0,139,0,7,7
6424,1992,3101436,6758,22,7126,1,80,35,7,7,59,8,0,1,31,-17,102,3885,150,0,137,0,7,7
7169,1993,3101436,6758,23,7126,1,80,35,5,7,44,8,0,1,36,-16,102,3597,146,0,142,0,7,7
5817,1991,3101452,3980,30,5064,1,67,69,6,6,59,8,0,1,36,-16,101,3661,140,0,139,0,6,6
6425,1992,3101452,3980,31,5064,1,67,69,6,6,59,8,0,1,31,-17,102,3885,150,0,137,0,6,6
7170,1993,3101452,3980,32,5064,1,67,69,5,6,44,8,0,1,36,-16,102,3597,146,0,142,0,6,6
7823,1994,3101452,3980,33,5064,1,67,69,5,5,44,8,0,1,34,-27,94,3349,148,0,123,0,5,6
8681,1995,3101452,3980,34,5064,1,67,69,5,5,44,8,0,1,36,-19,90,3132,148,0,127,0,5,5
9267,1996,3101452,3980,35,5064,1,67,69,5,5,44,8,0,6,33,-20,97,3873,146,0,135,0,5,5
10443,1997,3101452,3980,36,5064,1,67,69,5,5,44,8,0,6,35,-19,105,3546,145,0,119,0,5,5
11136,1998,3101452,3980,37,5064,1,67,69,5,5,44,8,0,6,35,-12,81,3669,149,0,118,0,5,5
11902,1999,3101452,3980,38,5064,1,67,69,5,5,44,8,0,6,38,-23,90,2588,151,0,95,0,5,5
12305,2000,3101452,3980,39,5064,1,67,69,6,5,44,8,0,6,33,-16,84,3222,139,0,109,1,5,5
12914,2001,3101452,3980,40,5064,1,67,69,6,5,44,8,0,6,35,-12,90,3337,134,0,119,1,6,5
9448,1996,3101533,100,71,3533,1,50,32,7,6,32,8,0,2,33,-20,97,3873,146,0,135,0,7,7
10449,1997,3101533,100,72,3533,1,50,32,7,6,32,8,0,2,35,-19,105,3546,145,0,119,0,7,7
11137,1998,3101533,100,73,3533,1,50,32,7,6,32,8,0,2,35,-12,81,3669,149,0,118,0,7,7
11903,1999,3101533,100,74,3533,1,50,32,7,6,32,8,0,2,38,-23,90,2588,151,0,95,0,7,7
12306,2000,3101533,100,75,3533,1,50,32,7,6,32,8,0,2,33,-16,84,3222,139,0,109,0,7,7
12915,2001,3101533,100,76,3533,1,50,32,7,6,32,8,0,2,35,-12,90,3337,134,0,119,0,7,7
13662,2002,3101533,100,77,3533,1,50,32,7,6,32,8,0,2,38,-11,98,3609,140,0,133,0,7,7
14909,2003,3101533,100,78,3533,1,50,32,7,6,32,8,0,2,34,-15,87,3823,147,0,148,0,7,7
15455,2004,3101533,424,79,3533,1,50,32,7,6,32,8,0,2,33,-24,79,3961,144,0,156,0,7,7
16392,2005,3101533,424,80,3533,1,50,32,7,6,32,8,0,2,38,-14,94,3472,156,0,139,0,7,7
16953,2006,3101533,424,81,3533,1,50,32,7,6,32,8,0,2,37,-13,100,3950,144,0,132,0,7,7
18151,2007,3101533,424,82,3533,1,50,32,6,5,32,8,0,2,38,-23,90,2953,145,0,120,0,7,7
18775,2008,3101533,424,83,3533,1,50,32,6,5,30,8,0,2,37,-15,101,3283,144,0,125,0,6,7
19108,2009,3101533,424,84,3533,1,50,32,6,5,30,8,0,2,33,-21,86,3853,152,0,140,0,6,6
19914,2010,3101533,424,85,3533,1,50,32,6,5,30,8,0,2,37,-14,65,2879,142,0,111,0,6,6
